"FeatureId","Domain","FeatureName","Required","DonorVersionEvidence","DonorSources","PlayerVisibleBehavior","Dependencies","CurrentImplementation","Status","LegacyPresentation","SaveCoverage","UITelemetry","AudioCoverage","TestCoverage","KnownDifferences","OwnerMilestone","HumanDecision","Notes"
"P1.NPC.103","NPC","KYLAJANI passenger role — merged identity","No","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4; user identified passenger as Suski","Frozen04A1 passenger role; NPC_ROSTER.csv","The passenger is Suski P1.NPC.006, not a second persistent person","NPC foundation; World streaming; Save","Merged into P1.NPC.006 passenger presentation state","Rejected","BetterMSC Suski passenger root inside Jani wrapper","Not applicable as an independent save row; Suski state is owned by P1.NPC.006 in document v13","None","Covered by Suski audio row","NPC EditMode validates a single identity across contexts","Duplicate persistent identity deliberately rejected","10B","Approved merge","Role evidence retained; no second character row"
"P1.NPC.104","NPC","Store drunk 01 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Store drunk 01 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group Ambient; one identity must not be duplicated across context bodies"
"P1.NPC.105","NPC","Store drunk 02 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Store drunk 02 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group Ambient; one identity must not be duplicated across context bodies"
"P1.NPC.106","NPC","House-party drunk 01 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","House-party drunk 01 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group Event; one identity must not be duplicated across context bodies"
"P1.NPC.107","NPC","House-party drunk 02 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","House-party drunk 02 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group Event; one identity must not be duplicated across context bodies"
"P1.NPC.108","NPC","Dancehall dancer couple 01 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Dancehall dancer couple 01 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group Event; one identity must not be duplicated across context bodies"
"P1.NPC.109","NPC","Dancehall dancer couple 02 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Dancehall dancer couple 02 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group Event; one identity must not be duplicated across context bodies"
"P1.NPC.110","NPC","Dancehall solo dancer — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Dancehall solo dancer — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group Event; one identity must not be duplicated across context bodies"
"P1.NPC.111","NPC","Dancehall additional fighter — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Dancehall additional fighter — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group Event; one identity must not be duplicated across context bodies"
"P1.NPC.112","NPC","Police CopHome2 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Police CopHome2 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group AuthorityInstance; one identity must not be duplicated across context bodies"
"P1.NPC.113","NPC","Police CopHome3 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Police CopHome3 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group AuthorityInstance; one identity must not be duplicated across context bodies"
"P1.NPC.114","NPC","Police CopHome4 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Police CopHome4 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group AuthorityInstance; one identity must not be duplicated across context bodies"
"P1.NPC.115","NPC","Police CopTeimo1 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Police CopTeimo1 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group AuthorityInstance; one identity must not be duplicated across context bodies"
"P1.NPC.116","NPC","Police CopTeimo2 — identity, schedule and state","Yes","Frozen04A1 revision msc-world-baseline-04a1.1-c3f2f337; GAME SHA-256 c3f2f3373ccad4fcbe104840fcb83e364f55438070e808d11ebe4996bc0476c4","Frozen04A1 WOP individual authored instance/role evidence; NPC_ROSTER.csv","Police CopTeimo2 — identity, schedule and state","NPC foundation; World streaming; GameTime; Dialogue; Save","Nothing; evidence only","EvidenceCaptured","External frozen presentation evidence; no project wrapper","None","None","None","None","Existence does not prove reachability, rules, ordering or persistence","10B","Pending","Roster group AuthorityInstance; one identity must not be duplicated across context bodies"
